year,borough,complaint_type,count
2013,Queens,Illegal Parking,12239
2013,Queens,Building/Use,10987
2013,Queens,Dirty Conditions,10689
2013,Queens,PLUMBING,10326
2013,Queens,Damaged Tree,7982
2013,Queens,PAINT - PLASTER,7959
2013,Queens,Traffic Signal Condition,7950
2013,Queens,Sanitation Condition,7327
2013,Queens,NONCONST,7185
2013,Queens,General Construction/Plumbing,7024
2013,Queens,Broken Muni Meter,6648
2013,Queens,New Tree Request,6395
2013,Queens,Sidewalk Condition,6046
2013,Queens,Noise,5962
2013,Queens,Overgrown Tree/Branches,5612
2013,Queens,Missed Collection (All Materials),5563
2013,Queens,Derelict Vehicle,5467
2013,Queens,Construction,5421
2013,Queens,ELECTRIC,5109
2013,Queens,Derelict Vehicles,4655
2013,Queens,Noise - Commercial,4444
2013,Queens,Dead Tree,4134
2013,Queens,Rodent,4065
2013,Queens,Consumer Complaint,4027
2013,Queens,Root/Sewer/Sidewalk Condition,3995
2013,Queens,Noise - Street/Sidewalk,2514
2013,Queens,Graffiti,2490
2013,Queens,Noise - Vehicle,2017
2013,Queens,Taxi Complaint,1957
2013,Queens,Street Sign - Missing,1543
2013,Queens,Street Sign - Damaged,1522
2013,Queens,Non-Emergency Police Matter,1474
2013,Queens,Food Establishment,1421
2013,Queens,Other Enforcement,1409
2013,Queens,Water Conservation,1286
2013,Queens,Air Quality,1193
2013,Queens,Elevator,1153
2013,Queens,Electrical,1113
2013,Queens,Curb Condition,1086
2013,Queens,Plumbing,1085
2013,Queens,Special Projects Inspection Team (SPIT),1083
2013,Queens,Emergency Response Team (ERT),843
2013,Queens,APPLIANCE,770
2013,Queens,Highway Condition,725
2013,Queens,Indoor Air Quality,718
2013,Queens,Street Sign - Dangling,684
2013,Queens,Hazardous Materials,672
2013,Queens,Food Poisoning,622
2013,Queens,Maintenance or Facility,612
2013,Queens,Vending,587
2013,Queens,BEST/Site Safety,585
2013,Queens,Illegal Tree Damage,584
2013,Queens,GENERAL,577
2013,Queens,Traffic,572
2013,Queens,Vacant Lot,565
2013,Queens,Standing Water,562
2013,Queens,Noise - Park,548
2013,Queens,For Hire Vehicle Complaint,540
2013,Queens,Unsanitary Animal Pvt Property,530
2013,Queens,Litter Basket / Request,506
2013,Queens,Lead,473
2013,Queens,Construction Safety Enforcement,440
2013,Queens,Industrial Waste,438
2013,Queens,Asbestos,370
2013,Queens,Drinking,354
2013,Queens,Water Quality,350
2013,Queens,Sweeping/Missed-Inadequate,347
2013,Queens,PAINT/PLASTER,346
2013,Queens,Snow,342
2013,Queens,Boilers,324
2013,Queens,Smoking,277
2013,Queens,Homeless Encampment,269
2013,Queens,Investigations and Discipline (IAD),266
2013,Queens,Indoor Sewage,262
2013,Queens,Non-Residential Heat,260
2013,Queens,Bus Stop Shelter Complaint,258
2013,Queens,School Maintenance,250
2013,Queens,Plant,240
2013,Queens,Noise - House of Worship,225
2013,Queens,Overflowing Litter Baskets,219
2013,Queens,Unleashed Dog,202
2013,Queens,Forensic Engineering,192
2013,Queens,CONSTRUCTION,169
2013,Queens,Miscellaneous Categories,155
2013,Queens,Recycling Enforcement,150
2013,Queens,Unsanitary Pigeon Condition,143
2013,Queens,Disorderly Youth,98
2013,Queens,Mold,93
2013,Queens,Urinating in Public,83
2013,Queens,City Vehicle Placard Complaint,79
2013,Queens,Noise - Helicopter,76
2013,Queens,Bus Stop Shelter Placement,72
2013,Queens,Derelict Bicycle,70
2013,Queens,Animal in a Park,67
2013,Queens,Bridge Condition,65
2013,Queens,Illegal Animal Kept as Pet,61
2013,Queens,Public Payphone Complaint,59
2013,Queens,Violation of Park Rules,53
2013,Queens,Bike/Roller/Skate Chronic,52
2013,Queens,Broken Parking Meter,48
2013,Queens,Illegal Fireworks,48
2013,Queens,Panhandling,48
2013,Queens,Cranes and Derricks,46
2013,Queens,Beach/Pool/Sauna Complaint,43
2013,Queens,Senior Center Complaint,39
2013,Queens,Drinking Water,35
2013,Queens,Poison Ivy,35
2013,Queens,Harboring Bees/Wasps,32
2013,Queens,Tattooing,32
2013,Queens,Found Property,30
2013,Queens,Homeless Person Assistance,29
2013,Queens,Municipal Parking Facility,28
2013,Queens,Collection Truck Noise,28
2013,Queens,ATF,27
2013,Queens,Unsanitary Animal Facility,25
2013,Queens,Posting Advertisement,23
2013,Queens,Highway Sign - Damaged,22
2013,Queens,Scaffold Safety,21
2013,Queens,DPR Internal,18
2013,Queens,Stalled Sites,16
2013,Queens,Illegal Animal Sold,15
2013,Queens,Animal Facility - No Permit,11
2013,Queens,Adopt-A-Basket,11
2013,Queens,Highway Sign - Missing,10
2013,Queens,Window Guard,9
2013,Queens,Special Natural Area District (SNAD),9
2013,Queens,Public Toilet,8
2013,Queens,X-Ray Machine/Equipment,7
2013,Queens,Bike Rack Condition,6
2013,Queens,Highway Sign - Dangling,5
2013,Queens,Transportation Provider Complaint,5
2013,Queens,Bottled Water,4
2013,Queens,STRUCTURAL,4
2013,Queens,Lifeguard,3
2013,Queens,Trans Fat,3
2013,Queens,FATF,3
2013,Queens,Legal Services Provider Complaint,3
2013,Queens,Calorie Labeling,1
2013,Queens,Squeegee,1
2013,Queens,Borough Office,1
2013,Queens,Radioactive Material,1
2013,Queens,Animal Abuse,1
2013,Queens,Summer Camp,1
2013,Staten Island,Street Condition,7183
2013,Staten Island,Water System,5644
2013,Staten Island,Street Light Condition,5610
2013,Staten Island,Noise - Residential,4330
2013,Staten Island,Sewer,3878
2013,Staten Island,Missed Collection (All Materials),3778
2013,Staten Island,Illegal Parking,3769
2013,Staten Island,GENERAL CONSTRUCTION,2527
2013,Staten Island,Sanitation Condition,2281
2013,Staten Island,Damaged Tree,2123
2013,Staten Island,Dirty Conditions,2043
2013,Staten Island,Sidewalk Condition,2042
2013,Staten Island,Overgrown Tree/Branches,1943
2013,Staten Island,Traffic Signal Condition,1865
2013,Staten Island,HEATING,1781
2013,Staten Island,PLUMBING,1734
2013,Staten Island,Blocked Driveway,1691
2013,Staten Island,Building/Use,1663
2013,Staten Island,General Construction/Plumbing,1613
2013,Staten Island,Derelict Vehicle,1524
2013,Staten Island,Noise,1479
2013,Staten Island,Root/Sewer/Sidewalk Condition,1467
2013,Staten Island,Rodent,1440
2013,Staten Island,PAINT - PLASTER,1322
2013,Staten Island,NONCONST,1165
2013,Staten Island,Dead Tree,951
2013,Staten Island,New Tree Request,866
2013,Staten Island,ELECTRIC,838
2013,Staten Island,Water Conservation,800
2013,Staten Island,Noise - Commercial,588
2013,Staten Island,Derelict Vehicles,581
2013,Staten Island,Consumer Complaint,570
2013,Staten Island,Vacant Lot,530
2013,Staten Island,Standing Water,498
2013,Staten Island,Street Sign - Damaged,493
2013,Staten Island,Broken Muni Meter,491
2013,Staten Island,Non-Emergency Police Matter,438
2013,Staten Island,Street Sign - Missing,427
2013,Staten Island,Noise - Street/Sidewalk,360
2013,Staten Island,Curb Condition,356
2013,Staten Island,Other Enforcement,351
2013,Staten Island,Snow,331
2013,Staten Island,Noise - Vehicle,313
2013,Staten Island,Graffiti,309
2013,Staten Island,Food Establishment,284
2013,Staten Island,Highway Condition,272
2013,Staten Island,Overflowing Litter Baskets,259
2013,Staten Island,Street Sign - Dangling,248
2013,Staten Island,Maintenance or Facility,241
2013,Staten Island,Litter Basket / Request,232
2013,Staten Island,Electrical,228
2013,Staten Island,Elevator,210
2013,Staten Island,Plumbing,190
2013,Staten Island,BEST/Site Safety,187
2013,Staten Island,Traffic,178
2013,Staten Island,Illegal Tree Damage,171
2013,Staten Island,Unsanitary Animal Pvt Property,168
2013,Staten Island,Air Quality,163
2013,Staten Island,Hazardous Materials,160
2013,Staten Island,Industrial Waste,158
2013,Staten Island,APPLIANCE,113
2013,Staten Island,Unleashed Dog,112
2013,Staten Island,Food Poisoning,111
2013,Staten Island,Emergency Response Team (ERT),105
2013,Staten Island,Water Quality,103
2013,Staten Island,Indoor Air Quality,90
2013,Staten Island,School Maintenance,89
2013,Staten Island,Bus Stop Shelter Complaint,76
2013,Staten Island,Lead,73
2013,Staten Island,Vending,68
2013,Staten Island,Asbestos,65
2013,Staten Island,Indoor Sewage,65
2013,Staten Island,For Hire Vehicle Complaint,64
2013,Staten Island,Disorderly Youth,62
2013,Staten Island,Investigations and Discipline (IAD),61
2013,Staten Island,Special Projects Inspection Team (SPIT),61
2013,Staten Island,Special Natural Area District (SNAD),60
2013,Staten Island,Miscellaneous Categories,60
2013,Staten Island,Poison Ivy,51
2013,Staten Island,Drinking,50
2013,Staten Island,Recycling Enforcement,44
2013,Staten Island,Mold,42
2013,Staten Island,Noise - Park,41
2013,Staten Island,Boilers,38
2013,Staten Island,Unsanitary Pigeon Condition,37
2013,Staten Island,Construction Safety Enforcement,36
2013,Staten Island,CONSTRUCTION,36
2013,Staten Island,Forensic Engineering,34
2013,Staten Island,Animal in a Park,33
2013,Staten Island,Homeless Encampment,33
2013,Staten Island,Smoking,32
2013,Staten Island,Non-Residential Heat,29
2013,Staten Island,Illegal Animal Kept as Pet,28
2013,Staten Island,Public Payphone Complaint,24
2013,Staten Island,Bus Stop Shelter Placement,22
2013,Staten Island,Beach/Pool/Sauna Complaint,21
2013,Staten Island,Harboring Bees/Wasps,19
2013,Staten Island,Taxi Complaint,19
2013,Staten Island,Noise - Helicopter,17
2013,Staten Island,Plant,13
2013,Staten Island,Animal Facility - No Permit,13
2013,Staten Island,Illegal Fireworks,12
2013,Staten Island,Urinating in Public,12
2013,Staten Island,Violation of Park Rules,11
2013,Staten Island,Collection Truck Noise,11
2013,Staten Island,Noise - House of Worship,10
2013,Staten Island,Senior Center Complaint,9
2013,Staten Island,Panhandling,8
2013,Staten Island,Bridge Condition,8
2013,Staten Island,City Vehicle Placard Complaint,8
2013,Staten Island,Posting Advertisement,7
2013,Staten Island,Bike/Roller/Skate Chronic,7
2013,Staten Island,Tattooing,6
2013,Staten Island,Drinking Water,5
2013,Staten Island,Highway Sign - Damaged,5
2013,Staten Island,Adopt-A-Basket,5
2013,Staten Island,Calorie Labeling,4
2013,Staten Island,Cranes and Derricks,4
2013,Staten Island,Unsanitary Animal Facility,4
2013,Staten Island,Highway Sign - Missing,4
2013,Staten Island,Construction,4
2013,Staten Island,ATF,4
2013,Staten Island,Scaffold Safety,3
2013,Staten Island,Municipal Parking Facility,3
2013,Staten Island,Sweeping/Missed-Inadequate,3
2013,Staten Island,DPR Internal,3
2013,Staten Island,Illegal Animal Sold,2
2013,Staten Island,Public Toilet,2
2013,Staten Island,X-Ray Machine/Equipment,2
2013,Staten Island,Derelict Bicycle,2
2013,Staten Island,FATF,2
2013,Staten Island,Broken Parking Meter,1
2013,Staten Island,Highway Sign - Dangling,1
2013,Staten Island,Radioactive Material,1
2013,Staten Island,Stalled Sites,1
2013,Staten Island,Bike Rack Condition,1
2013,Staten Island,Animal Abuse,1
2013,Staten Island,Legal Services Provider Complaint,1
2013,Staten Island,STRUCTURAL,1
2013,Staten Island,Summer Camp,1
2013,UNSPECIFIED,Dirty Conditions,131
2013,UNSPECIFIED,Street Light Condition,33
2013,UNSPECIFIED,Sanitation Condition,27
2013,UNSPECIFIED,Consumer Complaint,10
2013,UNSPECIFIED,Taxi Complaint,9
2013,UNSPECIFIED,Other Enforcement,3
2013,UNSPECIFIED,Traffic,2
2013,UNSPECIFIED,Vacant Lot,2
2013,UNSPECIFIED,Senior Center Complaint,2
2013,UNSPECIFIED,For Hire Vehicle Complaint,1
2013,UNSPECIFIED,Highway Sign - Missing,1
2013,UNSPECIFIED,Litter Basket / Request,1
2013,UNSPECIFIED,Overflowing Litter Baskets,1
2013,UNSPECIFIED,Sweeping/Missed-Inadequate,1
2013,UNSPECIFIED,Transportation Provider Complaint,1
2014,Bronx,HEAT/HOT WATER,44925
2014,Bronx,Noise - Residential,44764
2014,Bronx,HEATING,34919
2014,Bronx,PAINT/PLASTER,20024
2014,Bronx,PLUMBING,18741
2014,Bronx,UNSANITARY CONDITION,17917
2014,Bronx,Blocked Driveway,12288
2014,Bronx,Street Condition,10905
2014,Bronx,DOOR/WINDOW,8895
2014,Bronx,Water System,8820
2014,Bronx,WATER LEAK,8574
2014,Bronx,ELECTRIC,8531
2014,Bronx,Street Light Condition,7758
2014,Bronx,Illegal Parking,7167
2014,Bronx,GENERAL,7070
2014,Bronx,FLOORING/STAIRS,6598
2014,Bronx,Noise - Street/Sidewalk,6309
2014,Bronx,GENERAL CONSTRUCTION,5435
2014,Bronx,Rodent,5350
2014,Bronx,Dirty Conditions,5102
2014,Bronx,PAINT - PLASTER,4148
2014,Bronx,APPLIANCE,3322
2014,Bronx,Sewer,3295
2014,Bronx,Graffiti,3160
2014,Bronx,Sanitation Condition,3044
2014,Bronx,Building/Use,2980
2014,Bronx,Noise,2794
2014,Bronx,General Construction/Plumbing,2601
2014,Bronx,Elevator,2591
2014,Bronx,Consumer Complaint,2552
2014,Bronx,Sidewalk Condition,2534
2014,Bronx,Noise - Vehicle,2524
2014,Bronx,NONCONST,2397
2014,Bronx,Broken Muni Meter,2263
2014,Bronx,Snow,2251
2014,Bronx,Noise - Commercial,2226
2014,Bronx,SAFETY,2002
2014,Bronx,Traffic Signal Condition,1859
2014,Bronx,Derelict Vehicles,1765
2014,Bronx,Animal Abuse,1763
2014,Bronx,Derelict Vehicle,1665
2014,Bronx,Missed Collection (All Materials),1590
2014,Bronx,Damaged Tree,1588
2014,Bronx,Highway Condition,1519
2014,Bronx,Overgrown Tree/Branches,1472
2014,Bronx,New Tree Request,934
2014,Bronx,Root/Sewer/Sidewalk Condition,931
2014,Bronx,Non-Emergency Police Matter,791
2014,Bronx,Dead Tree,769
2014,Bronx,Food Establishment,753
2014,Bronx,Water Conservation,668
2014,Bronx,Maintenance or Facility,611
2014,Bronx,Plumbing,607
2014,Bronx,Indoor Air Quality,593
2014,Bronx,Taxi Complaint,569
2014,Bronx,Air Quality,549
2014,Bronx,Street Sign - Damaged,546
2014,Bronx,Street Sign - Missing,534
2014,Bronx,Noise - Park,493
2014,Bronx,Electrical,462
2014,Bronx,Boilers,453
2014,Bronx,Other Enforcement,429
2014,Bronx,For Hire Vehicle Complaint,418
2014,Bronx,Unsanitary Animal Pvt Property,415
2014,Bronx,Traffic,347
2014,Bronx,Vending,341
2014,Bronx,Food Poisoning,335
2014,Bronx,OUTSIDE BUILDING,312
2014,Bronx,Smoking,302
2014,Bronx,Curb Condition,287
2014,Bronx,Litter Basket / Request,281
2014,Bronx,Asbestos,278
2014,Bronx,Hazardous Materials,275
2014,Bronx,Indoor Sewage,275
2014,Bronx,School Maintenance,267
2014,Bronx,Non-Residential Heat,262
2014,Bronx,ELEVATOR,248
2014,Bronx,Vacant Lot,242
2014,Bronx,Bus Stop Shelter Complaint,224
2014,Bronx,Standing Water,224
2014,Bronx,Illegal Tree Damage,212
2014,Bronx,Street Sign - Dangling,208
2014,Bronx,Emergency Response Team (ERT),206
2014,Bronx,Drinking,190
2014,Bronx,Special Projects Inspection Team (SPIT),188
2014,Bronx,Construction Safety Enforcement,187
2014,Bronx,Homeless Encampment,180
2014,Bronx,Industrial Waste,149
2014,Bronx,Water Quality,148
2014,Bronx,Lead,141
2014,Bronx,Noise - House of Worship,133
2014,Bronx,Homeless Person Assistance,107
2014,Bronx,Overflowing Litter Baskets,106
2014,Bronx,Investigations and Discipline (IAD),101
2014,Bronx,Violation of Park Rules,94
2014,Bronx,Bridge Condition,91
2014,Bronx,Unleashed Dog,88
2014,Bronx,Sweeping/Missed,88
2014,Bronx,BEST/Site Safety,87
2014,Bronx,Miscellaneous Categories,80
2014,Bronx,Disorderly Youth,79
2014,Bronx,Request Xmas Tree Collection,78
2014,Bronx,CONSTRUCTION,69
2014,Bronx,Unsanitary Pigeon Condition,66
2014,Bronx,City Vehicle Placard Complaint,64
2014,Bronx,Recycling Enforcement,62
2014,Bronx,DPR Internal,59
2014,Bronx,Harboring Bees/Wasps,53
2014,Bronx,Urinating in Public,53
2014,Bronx,Mold,47
2014,Bronx,Animal in a Park,46
2014,Bronx,Illegal Animal Kept as Pet,46
2014,Bronx,Senior Center Complaint,46
2014,Bronx,Forensic Engineering,42
2014,Bronx,Illegal Fireworks,41
2014,Bronx,Public Payphone Complaint,40
2014,Bronx,Sweeping/Inadequate,30
2014,Bronx,Cranes and Derricks,27
2014,Bronx,Municipal Parking Facility,27
2014,Bronx,Drinking Water,26
2014,Bronx,Building Marshals office,25
2014,Bronx,Scaffold Safety,23
2014,Bronx,Tattooing,22
2014,Bronx,Posting Advertisement,21
2014,Bronx,Unsanitary Animal Facility,20
2014,Bronx,Beach/Pool/Sauna Complaint,19
2014,Bronx,Facades,19
2014,Bronx,Broken Parking Meter,18
2014,Bronx,Bus Stop Shelter Placement,18
2014,Bronx,Bike/Roller/Skate Chronic,18
2014,Bronx,Noise - Helicopter,17
2014,Bronx,Poison Ivy,17
2014,Bronx,Construction,17
2014,Bronx,Panhandling,10
2014,Bronx,Window Guard,10
2014,Bronx,Collection Truck Noise,10
2014,Bronx,Taxi Report,9
2014,Bronx,For Hire Vehicle Report,5
2014,Bronx,Adopt-A-Basket,5
2014,Bronx,Derelict Bicycle,5
2014,Bronx,Highway Sign - Damaged,4
2014,Bronx,Animal Facility - No Permit,4
2014,Bronx,Found Property,3
2014,Bronx,Illegal Animal Sold,3
2014,Bronx,Lifeguard,3
2014,Bronx,Bike Rack Condition,3
2014,Bronx,Bottled Water,3
2014,Bronx,ATF,3
2014,Bronx,Public Toilet,2
2014,Bronx,Overflowing Recycling Baskets,2
2014,Bronx,Legal Services Provider Complaint,2
2014,Bronx,Plant,1
2014,Bronx,Radioactive Material,1
2014,Bronx,Stalled Sites,1
2014,Bronx,SG-99,1
2014,Brooklyn,Noise - Residential,59022
2014,Brooklyn,HEAT/HOT WATER,39306
2014,Brooklyn,Street Condition,30620
2014,Brooklyn,HEATING,30401
2014,Brooklyn,Blocked Driveway,29089
2014,Brooklyn,Illegal Parking,23035
2014,Brooklyn,PLUMBING,22613
2014,Brooklyn,UNSANITARY CONDITION,22304
2014,Brooklyn,PAINT/PLASTER,21812
2014,Brooklyn,Street Light Condition,17291
2014,Brooklyn,Water System,14506
2014,Brooklyn,Noise,12946
2014,Brooklyn,Traffic Signal Condition,12506
2014,Brooklyn,Noise - Commercial,11568
2014,Brooklyn,ELECTRIC,11529
2014,Brooklyn,WATER LEAK,11015
2014,Brooklyn,Dirty Conditions,10597
2014,Brooklyn,DOOR/WINDOW,10542
2014,Brooklyn,Sanitation Condition,10219
2014,Brooklyn,Sewer,10108
2014,Brooklyn,General Construction/Plumbing,9912
2014,Brooklyn,Noise - Street/Sidewalk,9685
2014,Brooklyn,New Tree Request,8598
2014,Brooklyn,GENERAL,8345
2014,Brooklyn,Building/Use,7788
2014,Brooklyn,Rodent,7628
2014,Brooklyn,FLOORING/STAIRS,7446
2014,Brooklyn,Sidewalk Condition,7015
2014,Brooklyn,Graffiti,6907
2014,Brooklyn,GENERAL CONSTRUCTION,6340
2014,Brooklyn,Missed Collection (All Materials),6331
2014,Brooklyn,Damaged Tree,6192
2014,Brooklyn,Overgrown Tree/Branches,5609
2014,Brooklyn,Derelict Vehicles,5322
2014,Brooklyn,Consumer Complaint,4717
2014,Brooklyn,Snow,4610
2014,Brooklyn,PAINT - PLASTER,4608
2014,Brooklyn,Noise - Vehicle,4550
2014,Brooklyn,Broken Muni Meter,4469
2014,Brooklyn,Derelict Vehicle,4134
2014,Brooklyn,APPLIANCE,3405
2014,Brooklyn,NONCONST,3405
2014,Brooklyn,SAFETY,2874
2014,Brooklyn,Dead Tree,2860
2014,Brooklyn,Street Sign - Damaged,2767
2014,Brooklyn,Animal Abuse,2739
2014,Brooklyn,Root/Sewer/Sidewalk Condition,2709
2014,Brooklyn,Taxi Complaint,2257
2014,Brooklyn,Elevator,2171
2014,Brooklyn,Food Establishment,2115
2014,Brooklyn,Air Quality,2075
2014,Brooklyn,Other Enforcement,1959
2014,Brooklyn,Street Sign - Missing,1958
2014,Brooklyn,Non-Emergency Police Matter,1863
2014,Brooklyn,Highway Condition,1663
2014,Brooklyn,Electrical,1592
2014,Brooklyn,Indoor Air Quality,1349
2014,Brooklyn,Construction Safety Enforcement,1346
2014,Brooklyn,Maintenance or Facility,1274
2014,Brooklyn,Emergency Response Team (ERT),1255
2014,Brooklyn,Noise - Park,1206
2014,Brooklyn,Curb Condition,1169
2014,Brooklyn,Plumbing,1169
2014,Brooklyn,Water Conservation,1147
2014,Brooklyn,Litter Basket / Request,990
2014,Brooklyn,Traffic,957
2014,Brooklyn,Special Projects Inspection Team (SPIT),952
2014,Brooklyn,Sweeping/Missed,884
2014,Brooklyn,Hazardous Materials,849
2014,Brooklyn,Lead,793
2014,Brooklyn,For Hire Vehicle Complaint,746
2014,Brooklyn,Vacant Lot,745
2014,Brooklyn,Street Sign - Dangling,702
2014,Brooklyn,Illegal Tree Damage,698
2014,Brooklyn,Food Poisoning,665
2014,Brooklyn,Unsanitary Animal Pvt Property,653
2014,Brooklyn,Homeless Encampment,636
2014,Brooklyn,Investigations and Discipline (IAD),628
2014,Brooklyn,BEST/Site Safety,613
2014,Brooklyn,Asbestos,579
2014,Brooklyn,Indoor Sewage,548
2014,Brooklyn,Vending,539
2014,Brooklyn,Standing Water,538
2014,Brooklyn,OUTSIDE BUILDING,535
2014,Brooklyn,Derelict Bicycle,517
2014,Brooklyn,Boilers,457
2014,Brooklyn,Smoking,447
2014,Brooklyn,Homeless Person Assistance,432
2014,Brooklyn,School Maintenance,421
2014,Brooklyn,Industrial Waste,411
2014,Brooklyn,Non-Residential Heat,407
2014,Brooklyn,Noise - House of Worship,404
2014,Brooklyn,Bus Stop Shelter Complaint,367
2014,Brooklyn,Recycling Enforcement,327
2014,Brooklyn,Miscellaneous Categories,304
2014,Brooklyn,Water Quality,299
2014,Brooklyn,Noise - Helicopter,285
2014,Brooklyn,Sweeping/Inadequate,285
2014,Brooklyn,Drinking,279
2014,Brooklyn,Overflowing Litter Baskets,279
2014,Brooklyn,Request Xmas Tree Collection,252
2014,Brooklyn,Plant,231
2014,Brooklyn,Bridge Condition,203
